file_name,full_path,extension,length,evidence_score,priority,domains,id_count,ids,doi_count,dois,arxiv_count,arxiv_ids,url_count,urls
TZPID_PROOF_SEARCH_MASTER_ID1200_ID1299.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1200_ID1299.md,.md,598448,41,high_external_evidence,gravity_gr; gyromagnetic; quantum; topology,110,ID0029; ID0229; ID0601; ID0700; ID0701; ID0713; ID0714; ID1200; ID1201; ID1202; ID1203; ID1204; ID1205; ID1206; ID1207; ID1208; ID1209; ID1210; ID1211; ID1212; ID1213; ID1214; ID1215; ID1216; ID1217; ID1218; ID1219; ID1220; ID1221; ID1222; ID1223; ID1224; ID1225; ID1226; ID1227; ID1228; ID1229; ID1230; ID1231; ID1232; ID1233; ID1234; ID1235; ID1236; ID1237; ID1238; ID1239; ID1240; ID1241; ID1242; ID1243; ID1244; ID1245; ID1246; ID1247; ID1248; ID1249; ID1250; ID1251; ID1252; ID1253; ID1254; ID1255; ID1256; ID1257; ID1258; ID1259; ID1260; ID1261; ID1262; ID1263; ID1264; ID1265; ID1266; ID1267; ID1268; ID1269; ID1270; ID1271; ID1272; ID1273; ID1274; ID1275; ID1276; ID1277; ID1278; ID1279; ID1280; ID1281; ID1282; ID1283; ID1284; ID1285; ID1286; ID1287; ID1288; ID1289; ID1290; ID1291; ID1292; ID1293; ID1294; ID1295; ID1296; ID1297; ID1298; ID1299; ID2326; ID2333; ID2513,0,,0,,10,"https://elischolar.library.yale.edu/gsas; https://elischolar.library.yale.edu/gsas_dissertations/944; https://elischolar.library.yale.edu/gsas_dissertations/944""; https://elischolar.library.yale.edu/gsas_dissertations/944;; https://en.wikipedia.org/w/index.php?title=Dingir&oldid=1282650305; https://en.wikipedia.org/w/index.php?title=Dingir&oldid=1282650305""; https://en.wikipedia.org/w/index.php?title=Dingir&oldid=1282650305</a; https://en.wikipedia.org/w/index.php?title=Dingir&oldid=1282650305\""; https://en.wikipedia.org/w/index.php?title=Dingir\&oldid=1282650305; https://en.wikipedia.org/w/index.php?title=Lugal\&oldid=1326031000"
TZPID_PROOF_SEARCH_MASTER_ID1900_ID1999.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1900_ID1999.md,.md,574213,41,high_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum; topology,102,ID0029; ID0033; ID1900; ID1901; ID1902; ID1903; ID1904; ID1905; ID1906; ID1907; ID1908; ID1909; ID1910; ID1911; ID1912; ID1913; ID1914; ID1915; ID1916; ID1917; ID1918; ID1919; ID1920; ID1921; ID1922; ID1923; ID1924; ID1925; ID1926; ID1927; ID1928; ID1929; ID1930; ID1931; ID1932; ID1933; ID1934; ID1935; ID1936; ID1937; ID1938; ID1939; ID1940; ID1941; ID1942; ID1943; ID1944; ID1945; ID1946; ID1947; ID1948; ID1949; ID1950; ID1951; ID1952; ID1953; ID1954; ID1955; ID1956; ID1957; ID1958; ID1959; ID1960; ID1961; ID1962; ID1963; ID1964; ID1965; ID1966; ID1967; ID1968; ID1969; ID1970; ID1971; ID1972; ID1973; ID1974; ID1975; ID1976; ID1977; ID1978; ID1979; ID1980; ID1981; ID1982; ID1983; ID1984; ID1985; ID1986; ID1987; ID1988; ID1989; ID1990; ID1991; ID1992; ID1993; ID1994; ID1995; ID1996; ID1997; ID1998; ID1999,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID1600_ID1699.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1600_ID1699.md,.md,588241,38,high_external_evidence,bessel_wave; cosmology; gravity_gr; gyromagnetic; quantum; topology,113,ID0000; ID0001; ID0036; ID0040; ID0452; ID0459; ID0471; ID0850; ID1037; ID1458; ID1460; ID1480; ID1600; ID1601; ID1602; ID1603; ID1604; ID1605; ID1606; ID1607; ID1608; ID1609; ID1610; ID1611; ID1612; ID1613; ID1614; ID1615; ID1616; ID1617; ID1618; ID1619; ID1620; ID1621; ID1622; ID1623; ID1624; ID1625; ID1626; ID1627; ID1628; ID1629; ID1630; ID1631; ID1632; ID1633; ID1634; ID1635; ID1636; ID1637; ID1638; ID1639; ID1640; ID1641; ID1642; ID1643; ID1644; ID1645; ID1646; ID1647; ID1648; ID1649; ID1650; ID1651; ID1652; ID1653; ID1654; ID1655; ID1656; ID1657; ID1658; ID1659; ID1660; ID1661; ID1662; ID1663; ID1664; ID1665; ID1666; ID1667; ID1668; ID1669; ID1670; ID1671; ID1672; ID1673; ID1674; ID1675; ID1676; ID1677; ID1678; ID1679; ID1680; ID1681; ID1682; ID1683; ID1684; ID1685; ID1686; ID1687; ID1688; ID1689; ID1690; ID1691; ID1692; ID1693; ID1694; ID1695; ID1696; ID1697; ID1698; ID1699; ID2376,0,,0,,0,
instructions.txt,D:\Proofs\instructions.txt,.txt,6344,35,high_external_evidence,bessel_wave; quantum; topology,0,,0,,0,,0,
proof501.md,D:\Proofs\proof501.md,.md,9684,32,high_external_evidence,gyromagnetic,2,ID0500; ID0501,2,10.1017/jfm.2015.747; 10.1080/03091929.2022.2107202,1,1706.04129,5,https://arxiv.org/pdf/1706.04129; https://eprints.whiterose.ac.uk/id/eprint/202119/1/Magnetoconvection%20in%20a%20rotating%20spherical%20shell%20in%20the%20presence%20of%20a%20uniform%20axial%20magnetic%20field.pdf; https://mathstoshare.com/2019/12/09/polynomial-pairing-functions/; https://www.math.ens.psl.eu/~dormy/Publications/Dormy16.pdf; https://www.maths.gla.ac.uk/~rds37/PD.pdf
TZPID_PROOF_SEARCH_MASTER_ID1500_ID1599.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1500_ID1599.md,.md,574139,32,high_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum,152,ID0000; ID0001; ID0002; ID0003; ID0004; ID0005; ID0006; ID0007; ID0008; ID0009; ID0010; ID0011; ID0012; ID0013; ID0014; ID0015; ID0017; ID0018; ID0019; ID0020; ID0021; ID0022; ID0023; ID0024; ID0025; ID0026; ID0027; ID0028; ID0029; ID0030; ID0031; ID0032; ID0033; ID0034; ID0035; ID0036; ID0037; ID0038; ID0039; ID0040; ID0041; ID0043; ID0044; ID0045; ID0046; ID0047; ID0048; ID0049; ID0050; ID0401; ID0500; ID1000; ID1500; ID1501; ID1502; ID1503; ID1504; ID1505; ID1506; ID1507; ID1508; ID1509; ID1510; ID1511; ID1512; ID1513; ID1514; ID1515; ID1516; ID1517; ID1518; ID1519; ID1520; ID1521; ID1522; ID1523; ID1524; ID1525; ID1526; ID1527; ID1528; ID1529; ID1530; ID1531; ID1532; ID1533; ID1534; ID1535; ID1536; ID1537; ID1538; ID1539; ID1540; ID1541; ID1542; ID1543; ID1544; ID1545; ID1546; ID1547; ID1548; ID1549; ID1550; ID1551; ID1552; ID1553; ID1554; ID1555; ID1556; ID1557; ID1558; ID1559; ID1560; ID1561; ID1562; ID1563; ID1564; ID1565; ID1566; ID1567; ID1568; ID1569; ID1570; ID1571; ID1572; ID1573; ID1574; ID1575; ID1576; ID1577; ID1578; ID1579; ID1580; ID1581; ID1582; ID1583; ID1584; ID1585; ID1586; ID1587; ID1588; ID1589; ID1590; ID1591; ID1592; ID1593; ID1594; ID1595; ID1596; ID1597; ID1598; ID1599,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID1400_ID1499.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1400_ID1499.md,.md,607352,29,medium_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum; topology,108,ID0001; ID0012; ID0014; ID0023; ID0025; ID0035; ID0416; ID0430; ID1400; ID1401; ID1402; ID1403; ID1404; ID1405; ID1406; ID1407; ID1408; ID1409; ID1410; ID1411; ID1412; ID1413; ID1414; ID1415; ID1416; ID1417; ID1418; ID1419; ID1420; ID1421; ID1422; ID1423; ID1424; ID1425; ID1426; ID1427; ID1428; ID1429; ID1430; ID1431; ID1432; ID1433; ID1434; ID1435; ID1436; ID1437; ID1438; ID1439; ID1440; ID1441; ID1442; ID1443; ID1444; ID1445; ID1446; ID1447; ID1448; ID1449; ID1450; ID1451; ID1452; ID1453; ID1454; ID1455; ID1456; ID1457; ID1458; ID1459; ID1460; ID1461; ID1462; ID1463; ID1464; ID1465; ID1466; ID1467; ID1468; ID1469; ID1470; ID1471; ID1472; ID1473; ID1474; ID1475; ID1476; ID1477; ID1478; ID1479; ID1480; ID1481; ID1482; ID1483; ID1484; ID1485; ID1486; ID1487; ID1488; ID1489; ID1490; ID1491; ID1492; ID1493; ID1494; ID1495; ID1496; ID1497; ID1498; ID1499,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID0900_ID0999.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0900_ID0999.md,.md,578134,27,medium_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum; topology,104,ID0000; ID0055; ID0200; ID0350; ID0900; ID0901; ID0902; ID0903; ID0904; ID0905; ID0906; ID0907; ID0908; ID0909; ID0910; ID0911; ID0912; ID0913; ID0914; ID0915; ID0916; ID0917; ID0918; ID0919; ID0920; ID0921; ID0922; ID0923; ID0924; ID0925; ID0926; ID0927; ID0928; ID0929; ID0930; ID0931; ID0932; ID0933; ID0934; ID0935; ID0936; ID0937; ID0938; ID0939; ID0940; ID0941; ID0942; ID0943; ID0944; ID0945; ID0946; ID0947; ID0948; ID0949; ID0950; ID0951; ID0952; ID0953; ID0954; ID0955; ID0956; ID0957; ID0958; ID0959; ID0960; ID0961; ID0962; ID0963; ID0964; ID0965; ID0966; ID0967; ID0968; ID0969; ID0970; ID0971; ID0972; ID0973; ID0974; ID0975; ID0976; ID0977; ID0978; ID0979; ID0980; ID0981; ID0982; ID0983; ID0984; ID0985; ID0986; ID0987; ID0988; ID0989; ID0990; ID0991; ID0992; ID0993; ID0994; ID0995; ID0996; ID0997; ID0998; ID0999,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID0300_ID0399.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0300_ID0399.md,.md,631528,22,medium_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum; topology,108,ID0001; ID0004; ID0014; ID0016; ID0022; ID0272; ID0300; ID0301; ID0302; ID0303; ID0304; ID0305; ID0306; ID0307; ID0308; ID0309; ID0310; ID0311; ID0312; ID0313; ID0314; ID0315; ID0316; ID0317; ID0318; ID0319; ID0320; ID0321; ID0322; ID0323; ID0324; ID0325; ID0326; ID0327; ID0328; ID0329; ID0330; ID0331; ID0332; ID0333; ID0334; ID0335; ID0336; ID0337; ID0338; ID0339; ID0340; ID0341; ID0342; ID0343; ID0344; ID0345; ID0346; ID0347; ID0348; ID0349; ID0350; ID0351; ID0352; ID0353; ID0354; ID0355; ID0356; ID0357; ID0358; ID0359; ID0360; ID0361; ID0362; ID0363; ID0364; ID0365; ID0366; ID0367; ID0368; ID0369; ID0370; ID0371; ID0372; ID0373; ID0374; ID0375; ID0376; ID0377; ID0378; ID0379; ID0380; ID0381; ID0382; ID0383; ID0384; ID0385; ID0386; ID0387; ID0388; ID0389; ID0390; ID0391; ID0392; ID0393; ID0394; ID0395; ID0396; ID0397; ID0398; ID0399; ID0400; ID0406,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID1700_ID1799.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1700_ID1799.md,.md,586186,22,medium_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum; topology,112,ID0000; ID0001; ID0011; ID0012; ID0014; ID0015; ID0055; ID0850; ID1458; ID1460; ID1468; ID1620; ID1700; ID1701; ID1702; ID1703; ID1704; ID1705; ID1706; ID1707; ID1708; ID1709; ID1710; ID1711; ID1712; ID1713; ID1714; ID1715; ID1716; ID1717; ID1718; ID1719; ID1720; ID1721; ID1722; ID1723; ID1724; ID1725; ID1726; ID1727; ID1728; ID1729; ID1730; ID1731; ID1732; ID1733; ID1734; ID1735; ID1736; ID1737; ID1738; ID1739; ID1740; ID1741; ID1742; ID1743; ID1744; ID1745; ID1746; ID1747; ID1748; ID1749; ID1750; ID1751; ID1752; ID1753; ID1754; ID1755; ID1756; ID1757; ID1758; ID1759; ID1760; ID1761; ID1762; ID1763; ID1764; ID1765; ID1766; ID1767; ID1768; ID1769; ID1770; ID1771; ID1772; ID1773; ID1774; ID1775; ID1776; ID1777; ID1778; ID1779; ID1780; ID1781; ID1782; ID1783; ID1784; ID1785; ID1786; ID1787; ID1788; ID1789; ID1790; ID1791; ID1792; ID1793; ID1794; ID1795; ID1796; ID1797; ID1798; ID1799,0,,0,,0,
proofthree.md,D:\Proofs\proofthree.md,.md,74596,21,medium_external_evidence,bessel_wave; cosmology; gravity_gr; gyromagnetic; quantum; topology,101,ID0200; ID0201; ID0202; ID0203; ID0204; ID0205; ID0206; ID0207; ID0208; ID0209; ID0210; ID0211; ID0212; ID0213; ID0214; ID0215; ID0216; ID0217; ID0218; ID0219; ID0220; ID0221; ID0222; ID0223; ID0224; ID0225; ID0226; ID0227; ID0228; ID0229; ID0230; ID0231; ID0232; ID0233; ID0234; ID0235; ID0236; ID0237; ID0238; ID0239; ID0240; ID0241; ID0242; ID0243; ID0244; ID0245; ID0246; ID0247; ID0248; ID0249; ID0250; ID0251; ID0252; ID0253; ID0254; ID0255; ID0256; ID0257; ID0258; ID0259; ID0260; ID0261; ID0262; ID0263; ID0264; ID0265; ID0266; ID0267; ID0268; ID0269; ID0270; ID0271; ID0272; ID0273; ID0274; ID0275; ID0276; ID0277; ID0278; ID0279; ID0280; ID0281; ID0282; ID0283; ID0284; ID0285; ID0286; ID0287; ID0288; ID0289; ID0290; ID0291; ID0292; ID0293; ID0294; ID0295; ID0296; ID0297; ID0298; ID0299; ID0300,0,,0,,5,https://demos.smu.ca/demos/waves/97-normal-modes-of-standing-waves; https://itp.uni-frankfurt.de/~mizuno/plastro/PlasmaAstro-ch5.pdf; https://kth.diva-portal.org/smash/get/diva2:1790752/FULLTEXT01.pdf; https://universe-review.ca/R15-17-relativity14.htm; https://www.comsol.com/blogs/how-do-chladni-plates-make-it-possible-to-visualize-sound
TZPID_PROOF_SEARCH_MASTER_ID0400_ID0499.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0400_ID0499.md,.md,673039,21,medium_external_evidence,bessel_wave; cosmology; gravity_gr; gyromagnetic; quantum; topology,108,ID0000; ID0001; ID0002; ID0004; ID0014; ID0016; ID0022; ID0400; ID0401; ID0402; ID0403; ID0404; ID0405; ID0406; ID0407; ID0408; ID0409; ID0410; ID0411; ID0412; ID0413; ID0414; ID0415; ID0416; ID0417; ID0418; ID0419; ID0420; ID0421; ID0422; ID0423; ID0424; ID0425; ID0426; ID0427; ID0428; ID0429; ID0430; ID0431; ID0432; ID0433; ID0434; ID0435; ID0436; ID0437; ID0438; ID0439; ID0440; ID0441; ID0442; ID0443; ID0444; ID0445; ID0446; ID0447; ID0448; ID0449; ID0450; ID0451; ID0452; ID0453; ID0454; ID0455; ID0456; ID0457; ID0458; ID0459; ID0460; ID0461; ID0462; ID0463; ID0464; ID0465; ID0466; ID0467; ID0468; ID0469; ID0470; ID0471; ID0472; ID0473; ID0474; ID0475; ID0476; ID0477; ID0478; ID0479; ID0480; ID0481; ID0482; ID0483; ID0484; ID0485; ID0486; ID0487; ID0488; ID0489; ID0490; ID0491; ID0492; ID0493; ID0494; ID0495; ID0496; ID0497; ID0498; ID0499; ID0500,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID0500_ID0599.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0500_ID0599.md,.md,568263,19,medium_external_evidence,bessel_wave; cosmology; gravity_gr; gyromagnetic; quantum; topology,108,ID0001; ID0004; ID0014; ID0016; ID0022; ID0470; ID0490; ID0500; ID0501; ID0502; ID0503; ID0504; ID0505; ID0506; ID0507; ID0508; ID0509; ID0510; ID0511; ID0512; ID0513; ID0514; ID0515; ID0516; ID0517; ID0518; ID0519; ID0520; ID0521; ID0522; ID0523; ID0524; ID0525; ID0526; ID0527; ID0528; ID0529; ID0530; ID0531; ID0532; ID0533; ID0534; ID0535; ID0536; ID0537; ID0538; ID0539; ID0540; ID0541; ID0542; ID0543; ID0544; ID0545; ID0546; ID0547; ID0548; ID0549; ID0550; ID0551; ID0552; ID0553; ID0554; ID0555; ID0556; ID0557; ID0558; ID0559; ID0560; ID0561; ID0562; ID0563; ID0564; ID0565; ID0566; ID0567; ID0568; ID0569; ID0570; ID0571; ID0572; ID0573; ID0574; ID0575; ID0576; ID0577; ID0578; ID0579; ID0580; ID0581; ID0582; ID0583; ID0584; ID0585; ID0586; ID0587; ID0588; ID0589; ID0590; ID0591; ID0592; ID0593; ID0594; ID0595; ID0596; ID0597; ID0598; ID0599; ID0600,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID1300_ID1399.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1300_ID1399.md,.md,594561,19,medium_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum; topology,109,ID0013; ID0400; ID0401; ID0404; ID0405; ID0406; ID0418; ID0423; ID0427; ID1300; ID1301; ID1302; ID1303; ID1304; ID1305; ID1306; ID1307; ID1308; ID1309; ID1310; ID1311; ID1312; ID1313; ID1314; ID1315; ID1316; ID1317; ID1318; ID1319; ID1320; ID1321; ID1322; ID1323; ID1324; ID1325; ID1326; ID1327; ID1328; ID1329; ID1330; ID1331; ID1332; ID1333; ID1334; ID1335; ID1336; ID1337; ID1338; ID1339; ID1340; ID1341; ID1342; ID1343; ID1344; ID1345; ID1346; ID1347; ID1348; ID1349; ID1350; ID1351; ID1352; ID1353; ID1354; ID1355; ID1356; ID1357; ID1358; ID1359; ID1360; ID1361; ID1362; ID1363; ID1364; ID1365; ID1366; ID1367; ID1368; ID1369; ID1370; ID1371; ID1372; ID1373; ID1374; ID1375; ID1376; ID1377; ID1378; ID1379; ID1380; ID1381; ID1382; ID1383; ID1384; ID1385; ID1386; ID1387; ID1388; ID1389; ID1390; ID1391; ID1392; ID1393; ID1394; ID1395; ID1396; ID1397; ID1398; ID1399,0,,0,,2,https://en.wiktionary.org/w/index.php?title=; https://en.wiktionary.org/w/index.php?title=A?ulmum\&oldid=76032897
TZPID_PROOF_SEARCH_MASTER_ID0200_ID0299.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0200_ID0299.md,.md,623746,17,medium_external_evidence,bessel_wave; gravity_gr; gyromagnetic; quantum; topology,103,ID0014; ID0016; ID0022; ID0200; ID0201; ID0202; ID0203; ID0204; ID0205; ID0206; ID0207; ID0208; ID0209; ID0210; ID0211; ID0212; ID0213; ID0214; ID0215; ID0216; ID0217; ID0218; ID0219; ID0220; ID0221; ID0222; ID0223; ID0224; ID0225; ID0226; ID0227; ID0228; ID0229; ID0230; ID0231; ID0232; ID0233; ID0234; ID0235; ID0236; ID0237; ID0238; ID0239; ID0240; ID0241; ID0242; ID0243; ID0244; ID0245; ID0246; ID0247; ID0248; ID0249; ID0250; ID0251; ID0252; ID0253; ID0254; ID0255; ID0256; ID0257; ID0258; ID0259; ID0260; ID0261; ID0262; ID0263; ID0264; ID0265; ID0266; ID0267; ID0268; ID0269; ID0270; ID0271; ID0272; ID0273; ID0274; ID0275; ID0276; ID0277; ID0278; ID0279; ID0280; ID0281; ID0282; ID0283; ID0284; ID0285; ID0286; ID0287; ID0288; ID0289; ID0290; ID0291; ID0292; ID0293; ID0294; ID0295; ID0296; ID0297; ID0298; ID0299,0,,0,,0,
TZPID_PROOF_SEARCH_MASTER_ID1100_ID1199.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1100_ID1199.md,.md,575069,17,medium_external_evidence,bessel_wave; gravity_gr; quantum; topology,110,ID0004; ID0006; ID0021; ID0030; ID0036; ID0043; ID0044; ID0463; ID1000; ID1100; ID1101; ID1102; ID1103; ID1104; ID1105; ID1106; ID1107; ID1108; ID1109; ID1110; ID1111; ID1112; ID1113; ID1114; ID1115; ID1116; ID1117; ID1118; ID1119; ID1120; ID1121; ID1122; ID1123; ID1124; ID1125; ID1126; ID1127; ID1128; ID1129; ID1130; ID1131; ID1132; ID1133; ID1134; ID1135; ID1136; ID1137; ID1138; ID1139; ID1140; ID1141; ID1142; ID1143; ID1144; ID1145; ID1146; ID1147; ID1148; ID1149; ID1150; ID1151; ID1152; ID1153; ID1154; ID1155; ID1156; ID1157; ID1158; ID1159; ID1160; ID1161; ID1162; ID1163; ID1164; ID1165; ID1166; ID1167; ID1168; ID1169; ID1170; ID1171; ID1172; ID1173; ID1174; ID1175; ID1176; ID1177; ID1178; ID1179; ID1180; ID1181; ID1182; ID1183; ID1184; ID1185; ID1186; ID1187; ID1188; ID1189; ID1190; ID1191; ID1192; ID1193; ID1194; ID1195; ID1196; ID1197; ID1198; ID1199; ID1457,0,,0,,0,
tzpid_0200_0300_proof_support.csv,D:\Proofs\tzpid_0200_0300_proof_support.csv,.csv,53635,15,medium_external_evidence,bessel_wave; cosmology; gravity_gr; gyromagnetic; quantum; topology,101,ID0200; ID0201; ID0202; ID0203; ID0204; ID0205; ID0206; ID0207; ID0208; ID0209; ID0210; ID0211; ID0212; ID0213; ID0214; ID0215; ID0216; ID0217; ID0218; ID0219; ID0220; ID0221; ID0222; ID0223; ID0224; ID0225; ID0226; ID0227; ID0228; ID0229; ID0230; ID0231; ID0232; ID0233; ID0234; ID0235; ID0236; ID0237; ID0238; ID0239; ID0240; ID0241; ID0242; ID0243; ID0244; ID0245; ID0246; ID0247; ID0248; ID0249; ID0250; ID0251; ID0252; ID0253; ID0254; ID0255; ID0256; ID0257; ID0258; ID0259; ID0260; ID0261; ID0262; ID0263; ID0264; ID0265; ID0266; ID0267; ID0268; ID0269; ID0270; ID0271; ID0272; ID0273; ID0274; ID0275; ID0276; ID0277; ID0278; ID0279; ID0280; ID0281; ID0282; ID0283; ID0284; ID0285; ID0286; ID0287; ID0288; ID0289; ID0290; ID0291; ID0292; ID0293; ID0294; ID0295; ID0296; ID0297; ID0298; ID0299; ID0300,0,,0,,8,https://demos.smu.ca/demos/waves/97-normal-modes-of-standing-waves; https://demos.smu.ca/demos/waves/97-normal-modes-of-standing-waves#:~:text=kL%20%3D%20; https://itp.uni-frankfurt.de/~mizuno/plastro/PlasmaAstro-ch5.pdf; https://kth.diva-portal.org/smash/get/diva2:1790752/FULLTEXT01.pdf; https://universe-review.ca/R15-17-relativity14.htm; https://universe-review.ca/R15-17-relativity14.htm#:~:text=the%20extra%20dimension%20would%20become; https://www.comsol.com/blogs/how-do-chladni-plates-make-it-possible-to-visualize-sound; https://www.comsol.com/blogs/how-do-chladni-plates-make-it-possible-to-visualize-sound#:~:text=center
