index,source_file,line_number,module_name,source_type,status,message
1,_KleisliCategoryNon-DeterministicComputationMonads.txt,7,ParallelExecutionTopos,fenced_code,parse_error,ToExpression failed
2,_KleisliCategoryNon-DeterministicComputationMonads.txt,107,NUMATopologyLattice,fenced_code,parse_error,ToExpression failed
3,_KleisliCategoryNon-DeterministicComputationMonads.txt,211,CacheObliviousChunking,fenced_code,parse_error,ToExpression failed
4,_KleisliCategoryNon-DeterministicComputationMonads.txt,352,StochasticLoadBalancing,fenced_code,parse_error,ToExpression failed
5,_KleisliCategoryNon-DeterministicComputationMonads.txt,434,ParallelCorrectnessProof,fenced_code,parse_error,ToExpression failed
6,_KleisliCategoryNon-DeterministicComputationMonads.txt,541,ParallelPerformanceMetrics,fenced_code,parse_ok,held expression parsed
7,_KleisliCategoryNon-DeterministicComputationMonads.txt,8,ParallelExecutionTopos,top_level_assignment,parse_error,ToExpression failed
8,_KleisliCategoryNon-DeterministicComputationMonads.txt,45,push,top_level_assignment,parse_error,ToExpression failed
9,_KleisliCategoryNon-DeterministicComputationMonads.txt,55,pop,top_level_assignment,parse_error,ToExpression failed
10,_KleisliCategoryNon-DeterministicComputationMonads.txt,73,steal,top_level_assignment,parse_error,ToExpression failed
11,_KleisliCategoryNon-DeterministicComputationMonads.txt,108,NUMATopologyLattice,top_level_assignment,parse_error,ToExpression failed
12,_KleisliCategoryNon-DeterministicComputationMonads.txt,212,CacheObliviousChunking,top_level_assignment,parse_error,ToExpression failed
13,_KleisliCategoryNon-DeterministicComputationMonads.txt,219,vEBLayout,top_level_assignment,parse_error,ToExpression failed
14,_KleisliCategoryNon-DeterministicComputationMonads.txt,244,RecursiveMultiply,top_level_assignment,parse_error,ToExpression failed
15,_KleisliCategoryNon-DeterministicComputationMonads.txt,305,LadnerFischer,top_level_assignment,parse_error,ToExpression failed
16,_KleisliCategoryNon-DeterministicComputationMonads.txt,353,StochasticLoadBalancing,top_level_assignment,parse_error,ToExpression failed
17,_KleisliCategoryNon-DeterministicComputationMonads.txt,372,PowerOfChoices,top_level_assignment,parse_error,ToExpression failed
18,_KleisliCategoryNon-DeterministicComputationMonads.txt,435,ParallelCorrectnessProof,top_level_assignment,parse_error,ToExpression failed
19,_KleisliCategoryNon-DeterministicComputationMonads.txt,480,OnEvent,top_level_assignment,parse_error,ToExpression failed
20,_KleisliCategoryNon-DeterministicComputationMonads.txt,491,CheckRace,top_level_assignment,parse_error,ToExpression failed
21,_KleisliCategoryNon-DeterministicComputationMonads.txt,542,ParallelPerformanceMetrics,top_level_assignment,parse_error,ToExpression failed
22,_KleisliCategoryNon-DeterministicComputationMonads.txt,557,Isoefficiency,top_level_assignment,parse_error,ToExpression failed
23,_Markdown.txt,11,MarkdownToLaTeX,fenced_code,parse_ok,held expression parsed
24,_Markdown.txt,12,MarkdownToLaTeX,top_level_assignment,parse_error,ToExpression failed
25,AntipodalEntanglement.txt,47,LimitationSpace,fenced_code,parse_ok,held expression parsed
26,AntipodalEntanglement.txt,84,AntipodalEntanglementProtocol,fenced_code,parse_error,ToExpression failed
27,AntipodalEntanglement.txt,117,FundamentalHomeomorphismTheorem,fenced_code,parse_error,ToExpression failed
28,AntipodalEntanglement.txt,148,AntipodalInvolutionLemma,fenced_code,parse_error,ToExpression failed
29,AntipodalEntanglement.txt,171,ClassicalEntanglementOperator,fenced_code,parse_ok,held expression parsed
30,AntipodalEntanglement.txt,227,InfiniteScalabilityTheorem,fenced_code,parse_error,ToExpression failed
31,AntipodalEntanglement.txt,267,SpectralPrecomputationTheorem,fenced_code,parse_ok,held expression parsed
32,AntipodalEntanglement.txt,330,ParallelImplementation,fenced_code,parse_ok,held expression parsed
33,AntipodalEntanglement.txt,393,MIMOBeamformingApplication,fenced_code,parse_ok,held expression parsed
34,AntipodalEntanglement.txt,428,NeuralInterfaceApplication,fenced_code,parse_ok,held expression parsed
35,AntipodalEntanglement.txt,473,,fenced_code,parse_error,ToExpression failed
36,AntipodalEntanglement.txt,48,LimitationSpace,top_level_assignment,parse_error,ToExpression failed
37,AntipodalEntanglement.txt,85,AntipodalEntanglementProtocol,top_level_assignment,parse_error,ToExpression failed
38,AntipodalEntanglement.txt,118,FundamentalHomeomorphismTheorem,top_level_assignment,parse_error,ToExpression failed
39,AntipodalEntanglement.txt,149,AntipodalInvolutionLemma,top_level_assignment,parse_error,ToExpression failed
40,AntipodalEntanglement.txt,172,ClassicalEntanglementOperator,top_level_assignment,parse_error,ToExpression failed
41,AntipodalEntanglement.txt,177,GenerateEntangledPair,top_level_assignment,parse_error,ToExpression failed
42,AntipodalEntanglement.txt,195,TransmitViaEntanglement,top_level_assignment,parse_error,ToExpression failed
43,AntipodalEntanglement.txt,228,InfiniteScalabilityTheorem,top_level_assignment,parse_error,ToExpression failed
44,AntipodalEntanglement.txt,235,DepthFunction,top_level_assignment,parse_error,ToExpression failed
45,AntipodalEntanglement.txt,268,SpectralPrecomputationTheorem,top_level_assignment,parse_error,ToExpression failed
46,AntipodalEntanglement.txt,331,ParallelImplementation,top_level_assignment,parse_error,ToExpression failed
47,AntipodalEntanglement.txt,394,MIMOBeamformingApplication,top_level_assignment,parse_error,ToExpression failed
48,AntipodalEntanglement.txt,429,NeuralInterfaceApplication,top_level_assignment,parse_error,ToExpression failed
49,AntipodalEntanglementProtocol.txt,7,AntipodalEntanglementTopos,fenced_code,parse_error,ToExpression failed
50,AntipodalEntanglementProtocol.txt,71,SymplecticAntipodalReduction,fenced_code,parse_error,ToExpression failed
51,AntipodalEntanglementProtocol.txt,151,StochasticEntanglementProcess,fenced_code,parse_error,ToExpression failed
52,AntipodalEntanglementProtocol.txt,224,EntanglementSpectralSequence,fenced_code,parse_error,ToExpression failed
53,AntipodalEntanglementProtocol.txt,292,AntipodalTQFT,fenced_code,parse_error,ToExpression failed
54,AntipodalEntanglementProtocol.txt,353,HomotopyTypeTheoreticEntanglement,fenced_code,parse_error,ToExpression failed
55,AntipodalEntanglementProtocol.txt,452,ComplexityAnalysis,fenced_code,parse_error,ToExpression failed
56,AntipodalEntanglementProtocol.txt,602,,fenced_code,parse_error,ToExpression failed
57,AntipodalEntanglementProtocol.txt,672,OptimizedImplementation,fenced_code,parse_ok,held expression parsed
58,AntipodalEntanglementProtocol.txt,8,AntipodalEntanglementTopos,top_level_assignment,parse_error,ToExpression failed
59,AntipodalEntanglementProtocol.txt,72,SymplecticAntipodalReduction,top_level_assignment,parse_error,ToExpression failed
60,AntipodalEntanglementProtocol.txt,152,StochasticEntanglementProcess,top_level_assignment,parse_error,ToExpression failed
61,AntipodalEntanglementProtocol.txt,225,EntanglementSpectralSequence,top_level_assignment,parse_error,ToExpression failed
62,AntipodalEntanglementProtocol.txt,257,CharacteristicClasses,top_level_assignment,parse_error,ToExpression failed
63,AntipodalEntanglementProtocol.txt,293,AntipodalTQFT,top_level_assignment,parse_error,ToExpression failed
64,AntipodalEntanglementProtocol.txt,354,HomotopyTypeTheoreticEntanglement,top_level_assignment,parse_error,ToExpression failed
65,AntipodalEntanglementProtocol.txt,416,CubicalExtension,top_level_assignment,parse_error,ToExpression failed
66,AntipodalEntanglementProtocol.txt,453,ComplexityAnalysis,top_level_assignment,parse_error,ToExpression failed
67,AntipodalEntanglementProtocol.txt,534,ParallelClass,top_level_assignment,parse_error,ToExpression failed
68,AntipodalEntanglementProtocol.txt,559,QuantumAdvantage,top_level_assignment,parse_error,ToExpression failed
69,AntipodalEntanglementProtocol.txt,673,OptimizedImplementation,top_level_assignment,parse_error,ToExpression failed
70,bbmap2.txt,7,MIMOEntangledBlobProtocol,fenced_code,parse_ok,held expression parsed
71,bbmap2.txt,93,AutonomousVehicleSwarmProtocol,fenced_code,parse_ok,held expression parsed
72,bbmap2.txt,199,MRIEntangledReconstructionProtocol,fenced_code,parse_ok,held expression parsed
73,bbmap2.txt,309,HFTEntangledOrderBook,fenced_code,parse_ok,held expression parsed
74,bbmap2.txt,435,SatelliteConstellationProtocol,fenced_code,parse_ok,held expression parsed
75,bbmap2.txt,575,PhysicalSystemValidation,fenced_code,parse_ok,held expression parsed
76,bbmap2.txt,8,MIMOEntangledBlobProtocol,top_level_assignment,parse_error,ToExpression failed
77,bbmap2.txt,94,AutonomousVehicleSwarmProtocol,top_level_assignment,parse_error,ToExpression failed
78,bbmap2.txt,200,MRIEntangledReconstructionProtocol,top_level_assignment,parse_error,ToExpression failed
79,bbmap2.txt,310,HFTEntangledOrderBook,top_level_assignment,parse_error,ToExpression failed
80,bbmap2.txt,436,SatelliteConstellationProtocol,top_level_assignment,parse_error,ToExpression failed
81,bbmap2.txt,576,PhysicalSystemValidation,top_level_assignment,parse_error,ToExpression failed
82,BBmaping.txt,7,AntipodalBlobEntanglement,fenced_code,parse_ok,held expression parsed
83,BBmaping.txt,54,SphericalBlobCollisionKernel,fenced_code,parse_ok,held expression parsed
84,BBmaping.txt,123,SparseBlobTensorArchitecture,fenced_code,parse_ok,held expression parsed
85,BBmaping.txt,197,ClassicalEntanglementProtocol,fenced_code,parse_ok,held expression parsed
86,BBmaping.txt,251,UnifiedEntangledBlobSystem,fenced_code,parse_ok,held expression parsed
87,BBmaping.txt,8,AntipodalBlobEntanglement,top_level_assignment,parse_error,ToExpression failed
88,BBmaping.txt,12,hemispherePartition,top_level_assignment,parse_ok,held expression parsed
89,BBmaping.txt,37,measurementCollapse,top_level_assignment,parse_error,ToExpression failed
90,BBmaping.txt,55,SphericalBlobCollisionKernel,top_level_assignment,parse_error,ToExpression failed
91,BBmaping.txt,124,SparseBlobTensorArchitecture,top_level_assignment,parse_error,ToExpression failed
92,BBmaping.txt,198,ClassicalEntanglementProtocol,top_level_assignment,parse_error,ToExpression failed
93,BBmaping.txt,252,UnifiedEntangledBlobSystem,top_level_assignment,parse_error,ToExpression failed
94,BlobMapping -= Module-.txt,1,BlobMapping,top_level_assignment,parse_error,ToExpression failed
95,BlobMapping -= Module-.txt,5,mappingFunction,top_level_assignment,parse_error,ToExpression failed
96,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,7,InventionTopos,fenced_code,parse_error,ToExpression failed
97,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,43,ProbabilityMatrixConvergenceTheorem,fenced_code,parse_error,ToExpression failed
98,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,88,CacheOptimalStorageLemma,fenced_code,parse_ok,held expression parsed
99,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,135,IFPCompositionalityTheorem,fenced_code,parse_ok,held expression parsed
100,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,174,ParserCorrectnessLemma,fenced_code,parse_ok,held expression parsed
101,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,212,QuantumSuperpositionProbabilityTheorem,fenced_code,parse_error,ToExpression failed
102,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,265,StatisticalLearningLemma,fenced_code,parse_error,ToExpression failed
103,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,301,SplitArchitectureFunctorialityTheorem,fenced_code,parse_ok,held expression parsed
104,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,360,BYOBChannelCapacityTheorem,fenced_code,parse_ok,held expression parsed
105,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,407,ComplexityAnalysis,fenced_code,parse_error,ToExpression failed
106,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,451,EnhancedClaims,fenced_code,parse_error,ToExpression failed
107,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,485,HoareLogicVerification,fenced_code,parse_ok,held expression parsed
108,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,526,IntellectualPropertyFormalization,fenced_code,parse_ok,held expression parsed
109,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,8,InventionTopos,top_level_assignment,parse_error,ToExpression failed
110,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,326,SplitArch,top_level_assignment,parse_error,ToExpression failed
111,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,408,ComplexityAnalysis,top_level_assignment,parse_error,ToExpression failed
112,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,452,EnhancedClaims,top_level_assignment,parse_error,ToExpression failed
113,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,486,HoareLogicVerification,top_level_assignment,parse_error,ToExpression failed
114,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,504,WeakestPrecondition,top_level_assignment,parse_error,ToExpression failed
115,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,527,IntellectualPropertyFormalization,top_level_assignment,parse_error,ToExpression failed
116,completeme.txt,29,,fenced_code,parse_error,ToExpression failed
117,completeme.txt,176,,fenced_code,parse_error,ToExpression failed
118,DAANSspherewithBYOBIFPProtocol.txt,7,BlobMapping,fenced_code,parse_ok,held expression parsed
119,DAANSspherewithBYOBIFPProtocol.txt,47,InfiniteBlobEncoding,fenced_code,parse_error,ToExpression failed
120,DAANSspherewithBYOBIFPProtocol.txt,85,BYOBDAANSSphereProtocol,fenced_code,parse_ok,held expression parsed
121,DAANSspherewithBYOBIFPProtocol.txt,125,PrecomputedInteractionMatrices,fenced_code,parse_ok,held expression parsed
122,DAANSspherewithBYOBIFPProtocol.txt,161,,fenced_code,parse_ok,held expression parsed
123,DAANSspherewithBYOBIFPProtocol.txt,8,BlobMapping,top_level_assignment,parse_error,ToExpression failed
124,DAANSspherewithBYOBIFPProtocol.txt,12,mappingFunction,top_level_assignment,parse_error,ToExpression failed
125,DAANSspherewithBYOBIFPProtocol.txt,48,InfiniteBlobEncoding,top_level_assignment,parse_error,ToExpression failed
126,DAANSspherewithBYOBIFPProtocol.txt,86,BYOBDAANSSphereProtocol,top_level_assignment,parse_error,ToExpression failed
127,DAANSspherewithBYOBIFPProtocol.txt,90,encodeBlobToSphere,top_level_assignment,parse_error,ToExpression failed
128,DAANSspherewithBYOBIFPProtocol.txt,126,PrecomputedInteractionMatrices,top_level_assignment,parse_error,ToExpression failed
129,DAANSspherewithBYOBIFPProtocol.txt,163,OptimalBlobMapping,top_level_assignment,parse_error,ToExpression failed
130,latext.txt,1,,fenced_code,parse_error,ToExpression failed
131,latext.txt,22,HelioGravitationalCoupling,top_level_assignment,parse_error,ToExpression failed
132,latext.txt,26,Psi_solar,top_level_assignment,parse_ok,held expression parsed
133,latext.txt,36,h_tensor,top_level_assignment,parse_error,ToExpression failed
134,latext.txt,150,HelicalTopology,top_level_assignment,parse_error,ToExpression failed
135,latext.txt,218,ComputationalComplexity,top_level_assignment,parse_error,ToExpression failed
136,Quantum-Neural Cartographic Functor.txt,7,QuantumNeuralEntanglementProtocol,fenced_code,parse_error,ToExpression failed
137,Quantum-Neural Cartographic Functor.txt,113,NeuralManifoldRicciFlow,fenced_code,parse_error,ToExpression failed
138,Quantum-Neural Cartographic Functor.txt,200,QuantumNeuralImpulsePropagator,fenced_code,parse_ok,held expression parsed
139,Quantum-Neural Cartographic Functor.txt,306,TopologicalNeuralObservatory,fenced_code,parse_ok,held expression parsed
140,Quantum-Neural Cartographic Functor.txt,418,QuantumNeuralMeasurementProtocol,fenced_code,parse_ok,held expression parsed
141,Quantum-Neural Cartographic Functor.txt,536,NeuralinkQuantumInterfaceProtocol,fenced_code,parse_error,ToExpression failed
142,Quantum-Neural Cartographic Functor.txt,8,QuantumNeuralEntanglementProtocol,top_level_assignment,parse_error,ToExpression failed
143,Quantum-Neural Cartographic Functor.txt,114,NeuralManifoldRicciFlow,top_level_assignment,parse_error,ToExpression failed
144,Quantum-Neural Cartographic Functor.txt,121,riemannianMetric,top_level_assignment,parse_error,ToExpression failed
145,Quantum-Neural Cartographic Functor.txt,180,entanglementCurvature,top_level_assignment,parse_error,ToExpression failed
146,Quantum-Neural Cartographic Functor.txt,201,QuantumNeuralImpulsePropagator,top_level_assignment,parse_error,ToExpression failed
147,Quantum-Neural Cartographic Functor.txt,307,TopologicalNeuralObservatory,top_level_assignment,parse_error,ToExpression failed
148,Quantum-Neural Cartographic Functor.txt,419,QuantumNeuralMeasurementProtocol,top_level_assignment,parse_error,ToExpression failed
149,Quantum-Neural Cartographic Functor.txt,537,NeuralinkQuantumInterfaceProtocol,top_level_assignment,parse_error,ToExpression failed
150,quantum_communication_schematic.txt,104,QuantumCommunicationProtocol,top_level_assignment,parse_error,ToExpression failed
151,QuantumP.txt,10,QuantumShellCommunicationProtocol,fenced_code,parse_ok,held expression parsed
152,QuantumP.txt,51,MetaBitDecomposition,fenced_code,parse_error,ToExpression failed
153,QuantumP.txt,71,FiberSpinStateMapping,fenced_code,parse_ok,held expression parsed
154,QuantumP.txt,109,ClassicalEntanglementBridge,fenced_code,parse_error,ToExpression failed
155,QuantumP.txt,143,HemisphereAntipodalPartition,fenced_code,parse_ok,held expression parsed
156,QuantumP.txt,11,QuantumShellCommunicationProtocol,top_level_assignment,parse_error,ToExpression failed
157,QuantumP.txt,24,AntipodalHemisphericBijection,top_level_assignment,parse_error,ToExpression failed
158,QuantumP.txt,72,FiberSpinStateMapping,top_level_assignment,parse_error,ToExpression failed
159,QuantumP.txt,110,ClassicalEntanglementBridge,top_level_assignment,parse_error,ToExpression failed
160,QuantumP.txt,144,HemisphereAntipodalPartition,top_level_assignment,parse_error,ToExpression failed
161,TopologicalSingularity.txt,6,UniversalPrinciple,top_level_assignment,parse_error,ToExpression failed
162,TopologicalSingularity.txt,30,ExistenceKernel,top_level_assignment,parse_error,ToExpression failed
163,UnificationComparison.txt,1,UnificationComparison,top_level_assignment,parse_error,ToExpression failed
164,UnificationComparison.txt,711,AcceleratedEvolutionOperator,top_level_assignment,parse_error,ToExpression failed
165,UnificationComparison.txt,780,AccelerationMechanism,top_level_assignment,parse_error,ToExpression failed
166,UnificationComparison.txt,865,TheoreticalSpeedupAnalysis,top_level_assignment,parse_error,ToExpression failed
167,UnificationComparison.txt,920,helicalDNAHelixOperator,top_level_assignment,parse_error,ToExpression failed
168,UnifiedFieldOptimizer.txt,1,FurieneEnhancedTZPQVTSystem,top_level_assignment,parse_error,ToExpression failed
169,UnifiedFieldOptimizer.txt,160,ResidualChallengeManifold,top_level_assignment,parse_error,ToExpression failed
170,UnifiedFieldOptimizer.txt,348,TimelineEstimate,top_level_assignment,parse_error,ToExpression failed
171,UnifiedFieldOptimizer.txt,372,UniversalPatternManifold,top_level_assignment,parse_error,ToExpression failed
172,UnifiedFieldOptimizer.txt,422,ℋ_SolarGrav,top_level_assignment,parse_error,ToExpression failed
173,UnifiedFieldOptimizer.txt,444,UniversalPatternManifold,top_level_assignment,parse_error,ToExpression failed
174,UnifiedFieldOptimizer.txt,496,InformationGeometry,top_level_assignment,parse_error,ToExpression failed
175,UnifiedFieldOptimizer.txt,518,CosmicResonanceCondition,top_level_assignment,parse_error,ToExpression failed
176,UnifiedFieldOptimizer.txt,538,Evolution,top_level_assignment,parse_error,ToExpression failed
177,UnifiedFieldOptimizer.txt,566,AchievableKernel,top_level_assignment,parse_error,ToExpression failed
178,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,5,,fenced_code,parse_error,ToExpression failed
179,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,401,GravityEmergence,fenced_code,parse_error,ToExpression failed
180,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,411,ConsciousnessEmergence,fenced_code,parse_ok,held expression parsed
181,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,420,UniversalInvariant,fenced_code,parse_ok,held expression parsed
182,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,15,UniversalTopos,top_level_assignment,parse_ok,held expression parsed
183,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,47,TrawinZeroPointOperator,top_level_assignment,parse_ok,held expression parsed
184,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,95,InformationManifold,top_level_assignment,parse_error,ToExpression failed
185,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,138,GyromagneticGravitationalCoupling,top_level_assignment,parse_ok,held expression parsed
186,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,172,ToroidalTopologyConstraint,top_level_assignment,parse_error,ToExpression failed
187,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,213,QuantumClassicalBridge,top_level_assignment,parse_error,ToExpression failed
188,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,246,S3CosmologicalStructure,top_level_assignment,parse_error,ToExpression failed
189,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,281,ConsciousnessInterface,top_level_assignment,parse_ok,held expression parsed
190,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,314,MasterUnificationEquation,top_level_assignment,parse_ok,held expression parsed
191,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,367,ObservablePredictions,top_level_assignment,parse_error,ToExpression failed
192,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,421,UniversalInvariant,top_level_assignment,parse_error,ToExpression failed
193,univision.txt,1,,fenced_code,parse_error,ToExpression failed
194,univision.txt,69,UniversalTopos,top_level_assignment,parse_error,ToExpression failed
195,univision.txt,135,ElsasserConvergence,top_level_assignment,parse_error,ToExpression failed
196,univision.txt,234,CriticalExponent,top_level_assignment,parse_error,ToExpression failed
