id,title,status,message,rescue_class,wolfram_candidate,canonical_equation
ID11122,Phone2 Parker-GW Resonance Condition — Nabla 2 H Mu Nu Cdot Psi Text Solar Lambda N Psi Text,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,abla^2 h_{mu u} * Psi_{solar} == lambdan Psi_{solar},\nabla^2 h_{\mu\nu} \cdot \Psi_{\text{solar}} = \lambda_n \Psi_{\text{solar}}
ID11123,Phone2 Parker-GW Resonance Condition — Lambda N - Left Frac N Pi L Right 2 + I Frac Omega Tex,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,lambdan == -((nPi)/(L))^2 + ifrac{Omega_{sun}}{v_{sw}},\lambda_n = -\left(\frac{n\pi}{L}\right)^2 + i\frac{\Omega_{\text{sun}}}{v_{sw}}
ID11124,Phone2 Modulation Signatures — Delta A Text Gw Epsilon Left Int Psi Text Solar Cdot H,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11124"", <|""canonical"" -> ""\\delta A_{\\text{GW}} = \\epsilon \\left|\\int \\Psi_{\\text{solar}} \\cdot h_{\\mu\\nu} \\, d^3x\\right| \\sim 10^{-24} \\text{ strain}"", ""rescueClass"" -> ""equation_candidate""|>]","\delta A_{\text{GW}} = \epsilon \left|\int \Psi_{\text{solar}} \cdot h_{\mu\nu} \, d^3x\right| \sim 10^{-24} \text{ strain}"
ID11125,Phone2 Modulation Signatures — Delta Phi Text Gw Frac 2 Pi N Text Wind C Int Text Pat,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,Deltaphi_{GW} == frac{2Pi n_{wind}}{c} Integrate_{path} B_{solar} * dl sim 10^{-6} rad,\Delta\phi_{\text{GW}} = \frac{2\pi n_{\text{wind}}}{c} \int_{\text{path}} B_{\text{solar}} \cdot dl \sim 10^{-6} \text{ rad}
ID11126,Phone2 Modulation Signatures — F Text Sideband F Text Gw Pm N Omega Odot / 2 Pi Quad,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11126"", <|""canonical"" -> ""f_{\\text{sideband}} = f_{\\text{GW}} \\pm n\\Omega_{\\odot}/(2\\pi), \\quad n \\in \\mathbb{Z}"", ""rescueClass"" -> ""equation_candidate""|>]","f_{\text{sideband}} = f_{\text{GW}} \pm n\Omega_{\odot}/(2\pi), \quad n \in \mathbb{Z}"
ID11127,Phone2 Modulation Signatures — Computationalcomplexity Module,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11127"", <|""canonical"" -> ""ComputationalComplexity := Module["", ""rescueClass"" -> ""hard_fragment""|>]",ComputationalComplexity := Module[
ID11128,Phone2 Modulation Signatures — Spatialgrid N 3,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,spatialGrid == N^3,spatialGrid = N^3
ID11129,Phone2 Modulation Signatures — Temporalsteps T/Dt,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,temporalSteps == T/dt,temporalSteps = T/dt
ID11130,Phone2 Modulation Signatures — Spectralmodes Product 2 L I + 1 I 1 Maxl,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,"spectralModes == Product[2*l[i] + 1, {i, 1, maxL}]","spectralModes = Product[2*l[i] + 1, {i, 1, maxL}]"
ID11131,Phone2 Elsasser Universality — Lambda Frac B 2 Mu 0 Rho Eta Omega To 1 Pm 0,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,Lambda := (B^2)/(mu0 rho eta omega) -> 1 pm 0,\Lambda := \frac{B^2}{\mu_0 \rho \eta \omega} \to 1 \pm 0
ID11132,Phone2 Elsasser Universality — Elsasserconvergence System Module,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11132"", <|""canonical"" -> ""ElsasserConvergence[system_] := Module["", ""rescueClass"" -> ""hard_fragment""|>]",ElsasserConvergence[system_] := Module[
ID11133,Phone2 Elsasser Universality — Lambda Function Field Density Viscosity Rotation,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11133"", <|""canonical"" -> ""Lambda = Function[{field, density, viscosity, rotation},"", ""rescueClass"" -> ""hard_fragment""|>]","Lambda = Function[{field, density, viscosity, rotation},"
ID11134,Phone2 Topological Field Constraint — U D Frac 3 Mu 0 Mu 2 2 Pi D 4 + U Text Constraint D,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,U(d) == (3mu_0mu^2)/(2Pi d^4) + U_{constraint}(d),U(d) = \frac{3\mu_0\mu^2}{2\pi d^4} + U_{\text{constraint}}(d)
ID11135,Phone2 Topological Field Constraint — Vec B Text Torus Nabla Times Vec A Phi Quad Vec A Frac,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11135"", <|""canonical"" -> ""\\vec{B}_{\\text{torus}} = \\nabla \\times \\vec{A}_\\phi, \\quad \\vec{A} = \\frac{\\mu_0 I}{2\\pi r}\\hat{\\phi}"", ""rescueClass"" -> ""equation_candidate""|>]","\vec{B}_{\text{torus}} = \nabla \times \vec{A}_\phi, \quad \vec{A} = \frac{\mu_0 I}{2\pi r}\hat{\phi}"
ID11136,Phone2 TZP Vacuum Divergence — Rho Text Vac R T Sum N 0 Infty Sum I 1 N Tzp -1 N Gamm,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11136"", <|""canonical"" -> ""\\rho_{\\text{vac}}(r,t) = \\sum_{n=0}^{\\infty} \\sum_{i=1}^{N_{\\TZP}} (-1)^n \\Gamma\\left(n+\\tfrac{1}{2}\\right) K_n\\left(\\frac{|r-r_{\\TZP}^{(i)}|}{\\xi}\\right) e^{in(\\omega_0 t + \\theta_i)}"", ""rescueClass"" -> ""equation_candidate""|>]","\rho_{\text{vac}}(r,t) = \sum_{n=0}^{\infty} \sum_{i=1}^{N_{\TZP}} (-1)^n \Gamma\left(n+\tfrac{1}{2}\right) K_n\left(\frac{|r-r_{\TZP}^{(i)}|}{\xi}\right) e^{in(\omega_0 t + \theta_i)}"
ID11137,Phone2 Topological Locking — Phi N Phi 0 Quad Phi 0 Frac H 2E Approx 2,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11137"", <|""canonical"" -> ""\\Phi = n\\Phi_0, \\quad \\Phi_0 = \\frac{h}{2e} \\approx 2"", ""rescueClass"" -> ""equation_candidate""|>]","\Phi = n\Phi_0, \quad \Phi_0 = \frac{h}{2e} \approx 2"
ID11138,Phone2 Universal Criticality — P S Sim S - Tau E -S/S C Quad Tau Frac 3 2,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11138"", <|""canonical"" -> ""P(s) \\sim s^{-\\tau} e^{-s/s_c}, \\quad \\tau = \\frac{3}{2}"", ""rescueClass"" -> ""equation_candidate""|>]","P(s) \sim s^{-\tau} e^{-s/s_c}, \quad \tau = \frac{3}{2}"
ID11139,Phone2 Universal Criticality — Criticalexponent Distribution Module,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11139"", <|""canonical"" -> ""CriticalExponent[distribution_] := Module["", ""rescueClass"" -> ""hard_fragment""|>]",CriticalExponent[distribution_] := Module[
ID11140,Phone2 Universal Criticality — Tau -D Log P S Log S /,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11140"", <|""canonical"" -> ""tau = -D[Log[P[s]], Log[s]] /"", ""rescueClass"" -> ""hard_fragment""|>]","tau = -D[Log[P[s]], Log[s]] /"
ID11141,Phone2 Universal Criticality — Avalanche Probabilitydistribution,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11141"", <|""canonical"" -> ""avalanche = ProbabilityDistribution["", ""rescueClass"" -> ""hard_fragment""|>]",avalanche = ProbabilityDistribution[
ID11142,Phone2 Universal Criticality — Assert Tau 3/2 Universal Critical Exponent,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,"Assert[tau == 3/2, ""Universal critical exponent""]","Assert[tau == 3/2, ""Universal critical exponent""]"
ID11143,Phone2 Discrete Dark Matter Distribution — Rho Text Dark Text Apparent Frac C 2 4 Pi Gr U 2 Delta,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,rho_{dark}^{apparent} == (c^2)/(4Pi GRU^2) Delta_{S^3}Phi_{dark},\rho_{\text{dark}}^{\text{apparent}} = \frac{c^2}{4\pi GR_U^2} \Delta_{S^3}\Phi_{\text{dark}}
ID11144,Phone2 Discrete Dark Matter Distribution — Psi Rangle S 3 Frac 1 Sqrt 2 Left Uparrow Rangle Chi O,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11144"", <|""canonical"" -> ""|\\Psi\\rangle_{S^3} = \\frac{1}{\\sqrt{2}}\\left(|\\uparrow\\rangle_\\chi \\otimes |\\downarrow\\rangle_{\\pi-\\chi} + |\\downarrow\\rangle_\\chi \\otimes |\\uparrow\\rangle_{\\pi-\\chi}\\right)"", ""rescueClass"" -> ""equation_candidate""|>]",|\Psi\rangle_{S^3} = \frac{1}{\sqrt{2}}\left(|\uparrow\rangle_\chi \otimes |\downarrow\rangle_{\pi-\chi} + |\downarrow\rangle_\chi \otimes |\uparrow\rangle_{\pi-\chi}\right)
ID11145,Phone2 Discrete Dark Matter Distribution — Mathcal L Text Total Int Mathcal M D 4X Sqrt -G Bigg F,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,L_{total} &== Integrate_{M} d^4x Sqrt[-g] Bigg[ (R-2Lambda)/(16Pi G) - (1)/(4)Tr[F_{mu u}F^{mu u}] &quad + ibar{psi}gamma^mu Dmupsi - mbar{psi}psi + Dmuphi^dagger D^muphi - V[phi] &quad + lambda_{TZP}delta^{(4)}(x-x_{TZP})],\mathcal{L}_{\text{total}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \Bigg[ \frac{R-2\Lambda}{16\pi G} - \frac{1}{4}\Tr[F_{\mu\nu}F^{\mu\nu}] \\ &\quad + i\bar{\psi}\gamma^\mu D_\mu\psi - m\bar{\psi}\psi + D_\mu\phi^\dagger D^\mu\phi - V[\phi] \\ &\quad + \lambda_{\TZP}\delta^{(4)}(x-x_{\TZP})
ID11146,Phone2 Discrete Dark Matter Distribution — Mathcal L Text Total Int Mathcal M D 4X Sqrt -G Bigg F,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,L_{total} &== Integrate_{M} d^4x Sqrt[-g] Bigg[ (R-2Lambda)/(16Pi G) - (1)/(4)Tr[F_{mu u}F^{mu u}]],\mathcal{L}_{\text{total}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \Bigg[ \frac{R-2\Lambda}{16\pi G} - \frac{1}{4}\Tr[F_{\mu\nu}F^{\mu\nu}] \\
ID11147,Phone2 CMBEmergenceTheorem — Unificationcomparison Association,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11147"", <|""canonical"" -> ""UnificationComparison[] := Association["", ""rescueClass"" -> ""hard_fragment""|>]",UnificationComparison[] := Association[
ID11148,Phone2 CMBEmergenceTheorem — G Gut Su 5 Su 3 Su 2 U 1,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,GGUT == SU(5) ⊃ SU(3) * SU(2) * U(1),G_GUT = SU(5) ⊃ SU(3) × SU(2) × U(1)
ID11149,Phone2 CMBEmergenceTheorem — Symmetry Breaking Φ Higgs 0,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,symmetrybreaking == ⟨PhiHiggs⟩ ≠ 0,symmetry_breaking = ⟨Φ_Higgs⟩ ≠ 0
ID11150,Phone2 CMBEmergenceTheorem — Convergence Point Tzp Lemniscatic,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,ConvergencePoint == TZP ∈ ℳ_lemniscatic,Convergence_Point = TZP ∈ ℳ_lemniscatic
ID11151,Phone2 CMBEmergenceTheorem — Mechanism Dimensionalcollapse 4D 2D Infiniteordertrans,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,Mechanism == DimensionalCollapse[4D -> 2D] @ InfiniteOrderTransition,Mechanism = DimensionalCollapse[4D → 2D] @ InfiniteOrderTransition
ID11152,Phone2 CMBEmergenceTheorem — Forceconvergencemechanism Module,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11152"", <|""canonical"" -> ""]ForceConvergenceMechanism[] := Module["", ""rescueClass"" -> ""hard_fragment""|>]",]ForceConvergenceMechanism[] := Module[
ID11153,Phone2 CMBEmergenceTheorem — Coupling Evolution Module G I Μ Scale,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11153"", <|""canonical"" -> ""coupling_evolution = Module[{g_i, μ_scale},"", ""rescueClass"" -> ""hard_fragment""|>]","coupling_evolution = Module[{g_i, μ_scale},"
ID11154,Phone2 CMBEmergenceTheorem — Beta Functions Association,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11154"", <|""canonical"" -> ""beta_functions = Association["", ""rescueClass"" -> ""hard_fragment""|>]",beta_functions = Association[
ID11155,Phone2 CMBEmergenceTheorem — Fixed Point Solve,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11155"", <|""canonical"" -> ""fixed_point = Solve["", ""rescueClass"" -> ""hard_fragment""|>]",fixed_point = Solve[
ID11156,Phone2 CMBEmergenceTheorem — And Values Beta Functions 0,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11156"", <|""canonical"" -> ""And @@ (Values[beta_functions] == 0),"", ""rescueClass"" -> ""hard_fragment""|>]","And @@ (Values[beta_functions] == 0),"
ID11157,Phone2 CMBEmergenceTheorem — Dimension Flow 4 - Ε Log Μ Scale/Μ Tzp,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,dimensionflow == 4 - ε * Log[muscale/muTZP],dimension_flow = 4 - ε × Log[μ_scale/μ_TZP]
ID11158,Phone2 CMBEmergenceTheorem — Limit Dimension Flow Μ Scale - Μ Tzp 2,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,"Limit[dimensionflow, muscale -> muTZP] == 2","Limit[dimension_flow, μ_scale -> μ_TZP] == 2"
ID11159,Phone2 CMBEmergenceTheorem — S Unified D X G,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11159"", <|""canonical"" -> ""S_unified = ∫ dâ´x âˆš|g| × ["", ""rescueClass"" -> ""hard_fragment""|>]",S_unified = ∫ dâ´x âˆš|g| × [
ID11160,Phone2 CMBEmergenceTheorem — Functionalderivative S Unified Fields 0,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,"FunctionalDerivative[Sunified, Fields] == 0","FunctionalDerivative[S_unified, Fields] == 0"
ID11161,Phone2 CMBEmergenceTheorem — Unifiedfieldstructure Trawin Module,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11161"", <|""canonical"" -> ""]UnifiedFieldStructure[ℋ_Trawin] := Module["", ""rescueClass"" -> ""hard_fragment""|>]",]UnifiedFieldStructure[ℋ_Trawin] := Module[
ID11162,Phone2 CMBEmergenceTheorem — Topological Module Gerbe Classification Obstruction Cl,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11162"", <|""canonical"" -> ""𝕋‹_topological = Module[{gerbe_classification, obstruction_class},"", ""rescueClass"" -> ""hard_fragment""|>]","𝕋‹_topological = Module[{gerbe_classification, obstruction_class},"
ID11163,Phone2 CMBEmergenceTheorem — Gerbe Classification H Lemniscatic U 1,wolfram_gold_anchor_symbolic_carrier_verified,fallback carrier parsed under HoldComplete,equation_candidate,"Phone2EquationCarrier[""ID11163"", <|""canonical"" -> ""gerbe_classification = H³(ℳ_lemniscatic, U(1)) ≈… ℤ"", ""rescueClass"" -> ""equation_candidate""|>]","gerbe_classification = H³(ℳ_lemniscatic, U(1)) ≈… ℤ"
ID11164,Phone2 CMBEmergenceTheorem — Obstruction Class Chernsimonsinvariant,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11164"", <|""canonical"" -> ""obstruction_class = ChernSimonsInvariant["", ""rescueClass"" -> ""hard_fragment""|>]",obstruction_class = ChernSimonsInvariant[
ID11165,Phone2 CMBEmergenceTheorem — Level - K 1/ 4Π Tr F F,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,Level -> k == 1/(4Pi) * Integrate_Î£ Tr[F ∧ F],Level -> k = 1/(4π) * ∫_Î£ Tr[F ∧ F]
ID11166,Phone2 CMBEmergenceTheorem — Categorical Module Forces Category Unification Functor,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11166"", <|""canonical"" -> ""ℂ_categorical = Module[{forces_category, unification_functor},"", ""rescueClass"" -> ""hard_fragment""|>]","ℂ_categorical = Module[{forces_category, unification_functor},"
ID11167,Phone2 CMBEmergenceTheorem — Forces Category Highercategory,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11167"", <|""canonical"" -> ""forces_category = HigherCategory["", ""rescueClass"" -> ""hard_fragment""|>]",forces_category = HigherCategory[
ID11168,Phone2 CMBEmergenceTheorem — Unification Functor Adjointfunctortheorem,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11168"", <|""canonical"" -> ""unification_functor = AdjointFunctorTheorem["", ""rescueClass"" -> ""hard_fragment""|>]",unification_functor = AdjointFunctorTheorem[
ID11169,Phone2 CMBEmergenceTheorem — Leftadjoint - Dimensionalreduction 4D 2D,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11169"", <|""canonical"" -> ""LeftAdjoint -> DimensionalReduction[4D → 2D],"", ""rescueClass"" -> ""hard_fragment""|>]","LeftAdjoint -> DimensionalReduction[4D → 2D],"
ID11170,Phone2 CMBEmergenceTheorem — Rightadjoint - Vacuuminjection 2D 4D,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11170"", <|""canonical"" -> ""RightAdjoint -> VacuumInjection[2D → 4D],"", ""rescueClass"" -> ""hard_fragment""|>]","RightAdjoint -> VacuumInjection[2D → 4D],"
ID11171,Phone2 CMBEmergenceTheorem — Unit - Η Id Rightadjoint Leftadjoint,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11171"", <|""canonical"" -> ""Unit -> η: Id → RightAdjoint âˆ˜ LeftAdjoint,"", ""rescueClass"" -> ""hard_fragment""|>]","Unit -> η: Id → RightAdjoint âˆ˜ LeftAdjoint,"
ID11172,Phone2 CMBEmergenceTheorem — Counit - Ε Leftadjoint Rightadjoint Id,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,Counit -> ε: LeftAdjoint âˆ˜ RightAdjoint -> Id,Counit -> ε: LeftAdjoint âˆ˜ RightAdjoint → Id
ID11173,Phone2 CMBEmergenceTheorem — Fibration Module Principal Bundle Associated Bundles C,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11173"", <|""canonical"" -> ""𝔔½_fibration = Module[{principal_bundle, associated_bundles, connection_form},"", ""rescueClass"" -> ""hard_fragment""|>]","𝔔½_fibration = Module[{principal_bundle, associated_bundles, connection_form},"
ID11174,Phone2 CMBEmergenceTheorem — Principal Bundle Principalbundle,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11174"", <|""canonical"" -> ""principal_bundle = PrincipalBundle["", ""rescueClass"" -> ""hard_fragment""|>]",principal_bundle = PrincipalBundle[
ID11175,Phone2 CMBEmergenceTheorem — Structuregroup - G Structure U 1 Su 2 Su 3 Diff,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11175"", <|""canonical"" -> ""StructureGroup -> G_structure = U(1) × SU(2) × SU(3) × Diff(ℳ),"", ""rescueClass"" -> ""hard_fragment""|>]","StructureGroup -> G_structure = U(1) × SU(2) × SU(3) × Diff(ℳ),"
ID11176,Phone2 CMBEmergenceTheorem — Projection - Π E B,wolfram_gold_anchor_equation_parse_verified,primary candidate parsed under HoldComplete,equation_candidate,Projection -> Pi: E -> B,Projection -> π: E → B
ID11177,Phone2 CMBEmergenceTheorem — Associated Bundles Association,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11177"", <|""canonical"" -> ""associated_bundles = Association["", ""rescueClass"" -> ""hard_fragment""|>]",associated_bundles = Association[
ID11178,Phone2 CMBEmergenceTheorem — Electromagnetic - Linebundle C F/ 2Π,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11178"", <|""canonical"" -> ""\""Electromagnetic\"" -> LineBundle[câ‚ = ∫_Î£ F/(2π)],"", ""rescueClass"" -> ""hard_fragment""|>]","""Electromagnetic"" -> LineBundle[câ‚ = ∫_Î£ F/(2π)],"
ID11179,Phone2 CMBEmergenceTheorem — Connection Form Module Ω Total Holonomy,wolfram_gold_anchor_fragment_carrier_verified,primary candidate parsed under HoldComplete,fragment_carrier,"Phone2EquationCarrier[""ID11179"", <|""canonical"" -> ""connection_form = Module[{Ω_total, holonomy},"", ""rescueClass"" -> ""hard_fragment""|>]","connection_form = Module[{Ω_total, holonomy},"
