queue_index,source,id,name,kind,obligation_role,semantic_anchor_id,source_file,line,translation_status,translation_class,duplicate_source_id_name
335,statement_inventory,ID4191,ID4191: Pressure Scaling Law,Theorem,,ID4191,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4191,3808,batch002_started,spectral_helicity_kk_segment,no
336,statement_inventory,ID4195,ID4195: Potential Energy Relation,Theorem,,ID4195,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4195,3812,batch002_started,spectral_helicity_kk_segment,no
337,statement_inventory,ID4201,ID4201: Rho Dark Apparent Relation,Theorem,,ID4201,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4201,3818,batch003_started,candidate_real_algebra_segment,no
338,statement_inventory,ID4202,ID4202: Eigenvalue,Theorem,,ID4202,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4202,3819,batch006_started,operator_spectral_segment,no
339,statement_inventory,ID4206,ID4206: Solar Laplacian Operator,Theorem,,ID4206,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4206,3823,batch012_started,operator_spectral_followup_segment,no
340,statement_inventory,ID4213,ID4213: Breathing Mode Frequency Relation,Theorem,,ID4213,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4213,3830,batch006_started,operator_spectral_segment,no
341,statement_inventory,ID4214,ID4214: Density,Theorem,,ID4214,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4214,3831,batch011_started,magnetic_torsion_segment,no
342,statement_inventory,ID4215,ID4215: Magnetic Helicity Functional Correction,Theorem,,ID4215,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4215,3832,batch005_started,topology_vector_segment,no
343,statement_inventory,ID4216,ID4216: Sideband Pi Relation,Theorem,,ID4216,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4216,3833,batch003_started,candidate_real_algebra_segment,no
344,statement_inventory,ID4217,ID4217: Chemical Potential Relation,Theorem,,ID4217,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4217,3834,batch003_started,candidate_real_algebra_segment,no
345,statement_inventory,ID4223,ID4223: Irrotational Magnetic Field Curl Field Equation,Theorem,,ID4223,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4223,3840,batch011_started,magnetic_torsion_segment,no
346,statement_inventory,ID4224,ID4224: Magnetic Field,Theorem,,ID4224,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4224,3841,batch011_started,magnetic_torsion_segment,no
347,statement_inventory,ID4225,ID4225: Delta Scaling Law,Theorem,,ID4225,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4225,3842,batch003_started,candidate_real_algebra_segment,no
348,statement_inventory,ID4229,ID4229: Dark Magnetic Flux Expansion,Theorem,,ID4229,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4229,3846,batch011_started,magnetic_torsion_segment,no
349,statement_inventory,ID4231,ID4231: Alfvn Alfven Relation,Theorem,,ID4231,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4231,3848,batch003_started,candidate_real_algebra_segment,no
350,statement_inventory,ID4233,ID4233: Chern Magnetic Field Curl Field Equation,Theorem,,ID4233,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4233,3850,batch005_started,topology_vector_segment,no
351,statement_inventory,ID4252,ID4252: Magnetic Helicity Evolution Evolution Relation,Theorem,,ID4252,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4252,3869,batch005_started,topology_vector_segment,no
352,statement_inventory,ID4256,ID4256: Magnetic Helicity Evolution Evolution Relation,Theorem,,ID4256,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4256,3873,batch005_started,topology_vector_segment,no
353,statement_inventory,ID4363,ID4363: Quadrupole Magnetic Field,Theorem,,ID4363,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4363,3980,batch011_started,magnetic_torsion_segment,no
354,statement_inventory,ID4698,ID4698: Gyromagnetic Berry Phase,Theorem,,ID4698,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4698,4314,batch011_started,magnetic_torsion_segment,no
355,statement_inventory,ID4700,ID4700: Text Magnetic Flux Relation,Theorem,,ID4700,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4700,4316,batch003_started,candidate_real_algebra_segment,no
356,statement_inventory,ID4708,ID4708: Magnetic Helicity Evolution Evolution Relation,Theorem,,ID4708,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4708,4324,batch005_started,topology_vector_segment,no
357,statement_inventory,ID4710,ID4710: Kaluza-Klein Magnetic Flux Expansion,Theorem,,ID4710,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4710,4326,batch006_started,operator_spectral_segment,no
358,statement_inventory,ID4711,ID4711: Kaluza-Klein Curvature Relation,Theorem,,ID4711,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4711,4327,batch006_started,operator_spectral_segment,no
359,statement_inventory,ID4713,ID4713: Modal Frequency Relation,Theorem,,ID4713,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID4713,4329,batch006_started,operator_spectral_segment,no
360,statement_inventory,ID5737,ID5737: Tunnel Quantum Pressure Expansion,Theorem,,ID5737,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5737,5243,batch003_started,candidate_real_algebra_segment,no
361,statement_inventory,ID5738,ID5738: Topological Quantum Storage Paper Equation,Theorem,,ID5738,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5738,5244,batch005_started,topology_vector_segment,no
362,statement_inventory,ID5743,ID5743: Hamiltonian,Theorem,,ID5743,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5743,5249,batch006_started,operator_spectral_segment,no
363,statement_inventory,ID5744,ID5744: Hamiltonian Evolution Equation,Theorem,,ID5744,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5744,5250,batch006_started,operator_spectral_segment,no
364,statement_inventory,ID5751,ID5751: Helix Action Bound,Theorem,,ID5751,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5751,5257,batch003_started,candidate_real_algebra_segment,no
365,statement_inventory,ID5797,ID5797: Pressure Relation,Theorem,,ID5797,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5797,5303,batch003_started,candidate_real_algebra_segment,no
366,statement_inventory,ID5802,ID5802: Torsion Evolution Equation,Theorem,,ID5802,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5802,5308,batch011_started,magnetic_torsion_segment,no
367,statement_inventory,ID5803,ID5803: Pattern Torsion Functional,Theorem,,ID5803,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5803,5309,batch011_started,magnetic_torsion_segment,no
368,statement_inventory,ID5806,ID5806: Kaluza-Klein Pi Bound,Theorem,,ID5806,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5806,5312,batch006_started,operator_spectral_segment,no
369,statement_inventory,ID5812,ID5812: North Hamiltonian,Theorem,,ID5812,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5812,5318,batch006_started,operator_spectral_segment,no
370,statement_inventory,ID5813,ID5813: Cent Field Strength Relation,Theorem,,ID5813,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5813,5319,batch003_started,candidate_real_algebra_segment,no
371,statement_inventory,ID5992,ID5992: Torsion Scaling Law,Theorem,,ID5992,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5992,5498,batch003_started,candidate_real_algebra_segment,no
372,statement_inventory,ID6000,ID6000: Phase Angle Relation,Theorem,,ID6000,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID6000,5505,batch003_started,candidate_real_algebra_segment,no
373,statement_inventory,ID6053,ID6053: Eigenvalue,Theorem,,ID6053,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID6053,5555,batch006_started,operator_spectral_segment,no
374,statement_inventory,ID6092,ID6092: Energy Relation,Theorem,,ID6092,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID6092,5589,batch003_started,candidate_real_algebra_segment,no
375,statement_inventory,ID6488,ID6488: III. Helicity Transfer Reversal (Theorem Inversion) (1),Theorem,,ID6488,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID6488,5975,batch005_started,topology_vector_segment,no
376,statement_inventory,ID7754,ID7754: III. Helicity Transfer Reversal (Theorem Inversion) (2),Theorem,,ID7754,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID7754,7241,batch005_started,topology_vector_segment,no
377,statement_inventory,ID8520,ID8520: TIDAL WAVELENGTH QUANTIZATION Canonical Statutory Formula: λ_tidal,Theorem,,ID8520,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8520,8007,batch012_started,operator_spectral_followup_segment,no
378,statement_inventory,ID8521,ID8521: SEMIDIURNAL BEAT FREQUENCY Canonical Statutory Formula: ω_beat,Theorem,,ID8521,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8521,8008,batch006_started,operator_spectral_segment,no
379,statement_inventory,ID8522,ID8522: DIPOLE TOPOLOGICAL CONSTRAINT Canonical Statutory Formula,Theorem,,ID8522,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8522,8009,batch005_started,topology_vector_segment,no
380,statement_inventory,ID8523,ID8523: MACROSCOPIC FLUX QUANTIZATION Canonical Statutory Formula: Φ_mag,Theorem,,ID8523,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8523,8010,batch005_started,topology_vector_segment,no
381,statement_inventory,ID9004,ID9004: Relation: Q_T in Z,Theorem,,ID9004,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9004,8491,batch003_started,candidate_real_algebra_segment,no
382,statement_inventory,ID9005,"ID9005: Relation: H^3(M, U(1)) Neq 0",Theorem,,ID9005,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9005,8492,batch003_started,candidate_real_algebra_segment,no
383,statement_inventory,ID9157,"ID9157: Relation: R_universe / N, Where R_universe Is the Hubble Radius. for N of Order Unity",Theorem,,ID9157,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9157,8644,batch003_started,candidate_real_algebra_segment,no
384,statement_inventory,ID9291,ID9291: Relation: τdecoherence/(kBT)τ_decoherence,Theorem,,ID9291,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9291,8778,batch003_started,candidate_real_algebra_segment,no
385,statement_inventory,ID9529,ID9529: Infinite-Order Phase Transition: R → r_TZP,Theorem,,ID9529,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9529,9016,batch015_started,emergence_bifurcation_followup_segment,no
386,statement_inventory,ID9595,ID9595: 4D Effective Theory Each Mode $Phin$ Appears as Massive Field: R_KK ∼ 10^-6,Theorem,,ID9595,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9595,9082,batch012_started,operator_spectral_followup_segment,no
387,statement_inventory,ID9618,ID9618: Relation: ε: ε_encode Circ δ_decode Rightarrow Id_DAAN,Theorem,,ID9618,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9618,9105,batch003_started,candidate_real_algebra_segment,no
388,statement_inventory,ID9619,ID9619: Relation: η: Id_Blob Rightarrow δ_decode Circ ε_encode,Theorem,,ID9619,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9619,9106,batch003_started,candidate_real_algebra_segment,no
389,statement_inventory,ID9633,ID9633: Relation: ⟨ ε_encode Dashv δ_decode ⟩,Theorem,,ID9633,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9633,9120,batch003_started,candidate_real_algebra_segment,no
390,statement_inventory,ID9656,"ID9656: Relation: S^3 xrightarrowπ S^2, π^-1(p) Cong S^1",Theorem,,ID9656,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9656,9143,batch003_started,candidate_real_algebra_segment,no
391,statement_inventory,ID9827,"ID9827: Relation: Exp[-π , N_kissing]",Theorem,,ID9827,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9827,9314,batch003_started,candidate_real_algebra_segment,no
392,statement_inventory,ID9887,ID9887: Relation: O(n^π-3),Theorem,,ID9887,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9887,9374,batch003_started,candidate_real_algebra_segment,no
393,statement_inventory,ID9902,"ID9902: Relation: π,Δ_topological/N_max",Theorem,,ID9902,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9902,9389,batch005_started,topology_vector_segment,no
394,statement_inventory,ID9931,"ID9931: Relation: Ω[T^2 × T^2, π, DAAN]",Theorem,,ID9931,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9931,9418,batch003_started,candidate_real_algebra_segment,no
395,statement_inventory,ID9973,ID9973: Spectral Inversion Theory: S_obs(ω),Theorem,,ID9973,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9973,9460,batch012_started,operator_spectral_followup_segment,no
396,statement_inventory,ID9989,ID9989: Toroidal Boundary Condition: ∫∫_T^2 K DA,Theorem,,ID9989,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9989,9476,batch003_started,candidate_real_algebra_segment,no
397,statement_inventory,ID9990,ID9990: Topological Constraints: ∫∫_Σ K DA + ∫_∂Σ κ_g Ds,Theorem,,ID9990,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9990,9477,batch005_started,topology_vector_segment,no
